Feedback_ID,Date,Quarter,Client_Company,Industry,Region,Project_Type,Project_Manager,Project_Duration_Months,Contract_Value_INR,Client_Feedback,Star_Rating,NPS_Score,NPS_Category,SLA_Breached,Contract_Renewal
FB10833,2023-10-15,Q4-2023,ShopEasy,Retail & E-commerce,Delhi NCR,Cybersecurity Solutions,Neha Joshi,35,131861621.0,Absolutely outstanding service delivery. The team exceeded every expectation and delivered well ahead of schedule with exceptional quality.,5,7,Passive,No,Yes
FB10203,2022-10-01,Q4-2022,Tech Solutions Ltd,IT & Technology,Mumbai,Cybersecurity Solutions,Pooja Iyer,31,127719847.0,Dissatisfied with the level of expertise demonstrated. Team could not handle the technical complexity of our requirements well.,2,1,Detractor,Yes,Yes
FB10630,2023-03-05,Q1-2023,PayFast,Fintech,Bangalore,Digital Transformation,Vikram Singh,3,281066650.0,Good experience working with this vendor. The project was delivered on time and solution meets all our business requirements.,4,1,Detractor,No,Yes
FB10093,2023-01-06,Q1-2023,Bajaj Finance,Banking & Finance,Hyderabad,Cloud Migration,Sneha Reddy,34,314577327.0,Unacceptable quality and project management. Solution has caused data integrity issues and we have lost significant business value.,1,0,Detractor,Yes,Yes
FB10558,2023-12-31,Q4-2023,NationalAir,Aviation,Kolkata,ERP Implementation,Amit Patel,6,212692937.0,Satisfactory project delivery. The solution is functional and meets basic requirements though there is room for optimization.,3,7,Passive,No,No
FB10068,2023-01-15,Q1-2023,Global IT Corp,IT & Technology,Pune,IT Managed Services,Arjun Mehta,7,255450591.0,Deeply dissatisfied with every aspect of this engagement. This has been the worst technology investment our company has ever made.,1,5,Detractor,Yes,Yes
FB10622,2022-02-07,Q1-2022,GridTech,Energy & Utilities,Mumbai,Database Management,Sneha Reddy,12,247002883.0,Satisfied with the engagement overall. The team showed dedication and the final solution is working well for our requirements.,4,7,Passive,Yes,Yes
FB10284,2022-03-29,Q1-2022,PowerGen,Energy & Utilities,Pune,IT Managed Services,Neha Joshi,9,385632254.0,Disappointed with the project delivery. Multiple deadlines were missed and quality of deliverables was below agreed standards.,2,10,Promoter,Yes,No
FB10844,2023-10-01,Q4-2023,Global IT Corp,IT & Technology,Hyderabad,AI/ML Implementation,Amit Patel,30,439801979.0,"Exemplary service and delivery. The team was always available, proactive in communication and delivered results beyond our expectations.",5,1,Detractor,Yes,Yes
FB10434,2023-11-12,Q4-2023,Max Healthcare,Healthcare,Pune,IT Managed Services,Vikram Singh,6,463609982.0,Acceptable delivery overall. We have concerns about long term support but immediate project objectives were adequately met.,3,6,Detractor,No,No
FB10153,2022-12-27,Q4-2022,Tata Motors,Manufacturing,Mumbai,Data Analytics Platform,Neha Joshi,35,41724375.0,Complete waste of time and resources. The vendor overpromised dramatically and delivered solution does not meet any requirements.,1,7,Passive,Yes,No
FB10075,2022-12-27,Q4-2022,Global IT Corp,IT & Technology,Bangalore,Network Infrastructure,Rahul Gupta,32,139103631.0,Unacceptable quality and project management. Solution has caused data integrity issues and we have lost significant business value.,1,4,Detractor,Yes,Yes
FB10730,2022-06-27,Q2-2022,NationalAir,Aviation,Bangalore,IoT Solutions,Amit Patel,23,400766691.0,Good collaboration and project management. The solution delivered is robust and team provided excellent knowledge transfer.,4,1,Detractor,No,Yes
FB10446,2023-12-19,Q4-2023,SteelCorp,Manufacturing,Mumbai,IoT Solutions,Neha Joshi,7,182061569.0,Acceptable delivery overall. We have concerns about long term support but immediate project objectives were adequately met.,3,4,Detractor,Yes,No
FB10188,2022-11-18,Q4-2022,Prime Bank,Banking & Finance,Chennai,IT Managed Services,Divya Menon,20,128557768.0,Worst vendor experience we have encountered. Every commitment was broken and the delivered solution is completely non functional.,1,1,Detractor,Yes,Yes
FB10271,2022-09-10,Q3-2022,SteelCorp,Manufacturing,Kolkata,Database Management,Vikram Singh,7,45608815.0,Not happy with the project outcome. Key milestones were missed and quality of work did not match what was promised initially.,2,2,Detractor,Yes,No
FB10236,2023-06-07,Q2-2023,PowerGen,Energy & Utilities,Mumbai,Database Management,Pooja Iyer,31,405302581.0,Poor communication from the project team throughout the engagement. Had to follow up multiple times for basic status updates.,2,7,Passive,Yes,Yes
FB10487,2022-02-25,Q1-2022,Mahindra Group,Manufacturing,Delhi NCR,Cybersecurity Solutions,Neha Joshi,36,400638609.0,Decent technical work but project management needs significant improvement. Deliverables met basic standards nothing extraordinary.,3,8,Passive,No,Yes
FB10117,2023-11-23,Q4-2023,Mahindra Group,Manufacturing,Mumbai,DevOps Implementation,Divya Menon,17,238381050.0,Terrible experience from start to finish. The team lacked basic technical knowledge and project outcome was a complete disaster.,1,9,Promoter,Yes,No
FB10943,2022-11-17,Q4-2022,Prime Bank,Banking & Finance,Pune,Database Management,Pooja Iyer,36,455837663.0,World class implementation team that delivered an innovative solution on time and within budget. Extremely satisfied with every aspect.,5,9,Promoter,No,Yes
FB10512,2023-01-05,Q1-2023,TeleConnect,Telecom,Delhi NCR,DevOps Implementation,Vikram Singh,6,432510545.0,The project was completed as per scope but there were notable delays. Technical quality was acceptable though not exceptional.,3,1,Detractor,No,Yes
FB10825,2022-11-20,Q4-2022,AirExpress,Aviation,Chennai,Network Infrastructure,Rahul Gupta,3,198970148.0,Absolutely outstanding service delivery. The team exceeded every expectation and delivered well ahead of schedule with exceptional quality.,5,1,Detractor,No,Yes
FB10591,2023-03-22,Q1-2023,PowerGen,Energy & Utilities,Chennai,Network Infrastructure,Arjun Mehta,16,332931342.0,Neither impressed nor disappointed. Project delivered with some compromise on scope and timeline. Results within acceptable range.,3,2,Detractor,No,Yes
FB10126,2022-01-17,Q1-2022,Finance Ministry,Government,Bangalore,Cybersecurity Solutions,Neha Joshi,14,136356917.0,Extremely disappointed with the entire engagement. Project was delivered months late with critical quality issues still unresolved.,1,2,Detractor,Yes,No
FB10116,2022-09-28,Q3-2022,Global IT Corp,IT & Technology,Mumbai,Digital Transformation,Arjun Mehta,10,230119084.0,Catastrophic project delivery that has severely impacted our business. We are pursuing contract penalties due to magnitude of failures.,1,10,Promoter,Yes,No
FB10473,2023-07-25,Q3-2023,SteelCorp,Manufacturing,Hyderabad,Cybersecurity Solutions,Arjun Mehta,33,93466201.0,Neither impressed nor disappointed. Project delivered with some compromise on scope and timeline. Results within acceptable range.,3,4,Detractor,No,No
FB10693,2023-08-19,Q3-2023,GridTech,Energy & Utilities,Kolkata,Application Development,Vikram Singh,20,379369957.0,Impressed with the technical expertise. Some minor issues arose but were resolved promptly and professionally by the team.,4,5,Detractor,No,Yes
FB10057,2023-04-23,Q2-2023,Bajaj Finance,Banking & Finance,Hyderabad,Network Infrastructure,Divya Menon,29,35821527.0,Completely unacceptable performance. SLA breaches were constant and escalations to management produced no meaningful results.,1,6,Detractor,Yes,No
FB10863,2023-08-07,Q3-2023,Fortis Healthcare,Healthcare,Bangalore,Application Development,Priya Nair,31,321306636.0,Exceptional project execution from start to finish. The solution implemented has transformed our operations completely. Highly recommended.,5,1,Detractor,No,Yes
FB10912,2023-11-30,Q4-2023,PayFast,Fintech,Bangalore,Network Infrastructure,Divya Menon,24,499725342.0,"Exemplary service and delivery. The team was always available, proactive in communication and delivered results beyond our expectations.",5,5,Detractor,No,Yes
FB10369,2022-04-09,Q2-2022,FuelTech,Oil & Gas,Delhi NCR,Data Analytics Platform,Vikram Singh,6,199486596.0,Dissatisfied with the level of expertise demonstrated. Team could not handle the technical complexity of our requirements well.,2,8,Passive,Yes,No
FB10268,2023-12-07,Q4-2023,Mahindra Group,Manufacturing,Kolkata,IoT Solutions,Amit Patel,8,252892462.0,Dissatisfied with the level of expertise demonstrated. Team could not handle the technical complexity of our requirements well.,2,5,Detractor,Yes,Yes
FB10046,2022-11-13,Q4-2022,NationalAir,Aviation,Hyderabad,Digital Transformation,Vikram Singh,29,166460538.0,Absolutely disgusted with the service received. Solution delivered does not work and team has been unable to fix critical issues.,1,4,Detractor,Yes,No
FB10349,2023-07-18,Q3-2023,OilCorp,Oil & Gas,Chennai,Data Analytics Platform,Pooja Iyer,33,35184639.0,Below par delivery with multiple issues that impacted our business operations. Support response has been slow and inadequate.,2,4,Detractor,Yes,No
FB10195,2022-05-13,Q2-2022,Prime Bank,Banking & Finance,Delhi NCR,IT Managed Services,Neha Joshi,30,253917574.0,Unacceptable quality and project management. Solution has caused data integrity issues and we have lost significant business value.,1,0,Detractor,Yes,Yes
FB10999,2023-03-02,Q1-2023,NetCom,Telecom,Hyderabad,Data Analytics Platform,Priya Nair,12,5599158.0,Absolutely outstanding service delivery. The team exceeded every expectation and delivered well ahead of schedule with exceptional quality.,5,0,Detractor,No,Yes
FB10834,2022-02-15,Q1-2022,Apollo Hospitals,Healthcare,Kolkata,Cybersecurity Solutions,Amit Patel,6,68201972.0,Incredible work by the entire project team. The digital transformation has completely revolutionized our business processes.,5,8,Passive,No,Yes
FB10736,2022-09-12,Q3-2022,Reliance Retail,Retail & E-commerce,Chennai,Cybersecurity Solutions,Neha Joshi,26,293537023.0,Very good project delivery with minor delays that were well communicated. The solution is working excellently and support is great.,4,1,Detractor,No,Yes
FB10263,2023-12-02,Q4-2023,ShopEasy,Retail & E-commerce,Bangalore,Cybersecurity Solutions,Sneha Reddy,8,328599181.0,Not happy with the project outcome. Key milestones were missed and quality of work did not match what was promised initially.,2,10,Promoter,Yes,Yes
FB10443,2023-12-03,Q4-2023,FuelTech,Oil & Gas,Kolkata,DevOps Implementation,Sneha Reddy,30,418654213.0,The project was completed as per scope but there were notable delays. Technical quality was acceptable though not exceptional.,3,8,Passive,No,No
FB10675,2022-07-18,Q3-2022,GlobalPhone,Telecom,Hyderabad,DevOps Implementation,Priya Nair,14,383521243.0,Very satisfied with the project outcome. The implementation was smooth and post deployment support has been responsive and helpful.,4,8,Passive,No,Yes
FB10304,2022-06-22,Q2-2022,NetCom,Telecom,Hyderabad,Data Analytics Platform,Neha Joshi,23,489605077.0,Disappointed with the project delivery. Multiple deadlines were missed and quality of deliverables was below agreed standards.,2,4,Detractor,Yes,No
FB10341,2022-04-19,Q2-2022,SteelCorp,Manufacturing,Delhi NCR,Database Management,Priya Nair,13,227535540.0,Below expectations on multiple fronts. SLA breaches occurred frequently and escalations took too long to get properly addressed.,2,5,Detractor,Yes,No
FB10966,2023-03-21,Q1-2023,Apollo Hospitals,Healthcare,Pune,ERP Implementation,Divya Menon,3,182822189.0,"Exemplary service and delivery. The team was always available, proactive in communication and delivered results beyond our expectations.",5,1,Detractor,No,Yes
FB10149,2022-12-08,Q4-2022,Mahindra Group,Manufacturing,Delhi NCR,Data Analytics Platform,Divya Menon,13,42807792.0,Unacceptable quality and project management. Solution has caused data integrity issues and we have lost significant business value.,1,10,Promoter,Yes,Yes
FB10124,2022-08-10,Q3-2022,RailTickets,Government,Hyderabad,IT Managed Services,Sneha Reddy,17,167636979.0,Completely unacceptable performance. SLA breaches were constant and escalations to management produced no meaningful results.,1,2,Detractor,Yes,No
FB10786,2022-01-29,Q1-2022,GlobalPhone,Telecom,Mumbai,AI/ML Implementation,Amit Patel,19,124463191.0,Highly satisfied with the overall engagement. The team showed strong technical capabilities and delivered a quality solution as promised.,4,6,Detractor,No,Yes
FB10050,2022-07-23,Q3-2022,RailTickets,Government,Delhi NCR,Cybersecurity Solutions,Vikram Singh,12,17090567.0,Absolutely disgusted with the service received. Solution delivered does not work and team has been unable to fix critical issues.,1,3,Detractor,Yes,No
FB10353,2023-07-01,Q3-2023,Max Healthcare,Healthcare,Bangalore,DevOps Implementation,Sneha Reddy,6,383204613.0,The implementation caused significant issues for our business. Post deployment support has been inadequate and slow to respond.,2,3,Detractor,Yes,No
FB10927,2023-12-23,Q4-2023,OilCorp,Oil & Gas,Bangalore,Cybersecurity Solutions,Pooja Iyer,27,34112231.0,Incredible work by the entire project team. The digital transformation has completely revolutionized our business processes.,5,2,Detractor,No,Yes
FB10142,2022-08-09,Q3-2022,PayFast,Fintech,Bangalore,Application Development,Arjun Mehta,35,61339667.0,Catastrophic project delivery that has severely impacted our business. We are pursuing contract penalties due to magnitude of failures.,1,6,Detractor,Yes,Yes
FB10470,2023-08-27,Q3-2023,Finance Ministry,Government,Bangalore,Application Development,Arjun Mehta,9,215617251.0,Acceptable delivery overall. We have concerns about long term support but immediate project objectives were adequately met.,3,7,Passive,No,Yes
FB10399,2022-12-06,Q4-2022,Global IT Corp,IT & Technology,Chennai,Cybersecurity Solutions,Vikram Singh,26,133976822.0,Poor communication from the project team throughout the engagement. Had to follow up multiple times for basic status updates.,2,4,Detractor,Yes,No
FB10625,2022-05-04,Q2-2022,Tech Solutions Ltd,IT & Technology,Bangalore,IoT Solutions,Arjun Mehta,11,164186994.0,Impressed with the technical expertise. Some minor issues arose but were resolved promptly and professionally by the team.,4,0,Detractor,No,Yes
FB10320,2022-09-03,Q3-2022,Tata Motors,Manufacturing,Kolkata,DevOps Implementation,Rajesh Sharma,34,196013360.0,Below expectations on multiple fronts. SLA breaches occurred frequently and escalations took too long to get properly addressed.,2,3,Detractor,Yes,No
FB10019,2022-03-07,Q1-2022,National Insurance,Insurance,Delhi NCR,Digital Transformation,Sneha Reddy,24,15411959.0,Complete waste of time and resources. The vendor overpromised dramatically and delivered solution does not meet any requirements.,1,8,Passive,Yes,Yes
FB10809,2022-04-14,Q2-2022,Reliance Retail,Retail & E-commerce,Pune,IT Managed Services,Neha Joshi,18,382674257.0,Best vendor experience we have ever had. Every commitment was met and the quality of work surpassed our requirements significantly.,5,4,Detractor,No,Yes
FB10790,2022-05-31,Q2-2022,RailTickets,Government,Mumbai,AI/ML Implementation,Pooja Iyer,30,415076627.0,Strong delivery performance with good communication throughout. The solution has improved our operational efficiency significantly.,4,1,Detractor,Yes,Yes
FB10808,2023-04-21,Q2-2023,City Bank,Banking & Finance,Bangalore,Data Analytics Platform,Rajesh Sharma,29,37401815.0,World class implementation team that delivered an innovative solution on time and within budget. Extremely satisfied with every aspect.,5,6,Detractor,Yes,Yes
FB10407,2023-06-01,Q2-2023,Fortis Healthcare,Healthcare,Hyderabad,IoT Solutions,Rajesh Sharma,13,65965181.0,Project team was professional but delivery took longer than expected. End result is satisfactory though not particularly impressive.,3,6,Detractor,Yes,No
FB10537,2023-12-03,Q4-2023,National Insurance,Insurance,Delhi NCR,Cloud Migration,Sneha Reddy,26,82215653.0,Satisfactory project delivery. The solution is functional and meets basic requirements though there is room for optimization.,3,1,Detractor,Yes,No
FB10620,2022-11-12,Q4-2022,Mahindra Group,Manufacturing,Pune,Digital Transformation,Rahul Gupta,34,269300323.0,Impressed with the technical expertise. Some minor issues arose but were resolved promptly and professionally by the team.,4,0,Detractor,No,Yes
FB10038,2022-02-10,Q1-2022,Prime Bank,Banking & Finance,Bangalore,Cloud Migration,Vikram Singh,25,108987886.0,Total failure in project delivery. System went live with critical bugs causing major business disruption for weeks after go live.,1,3,Detractor,Yes,No
FB10175,2023-01-05,Q1-2023,Bajaj Finance,Banking & Finance,Hyderabad,ERP Implementation,Priya Nair,7,476934821.0,Completely unacceptable performance. SLA breaches were constant and escalations to management produced no meaningful results.,1,8,Passive,Yes,No
FB10245,2023-08-15,Q3-2023,Max Healthcare,Healthcare,Bangalore,IoT Solutions,Neha Joshi,23,122267497.0,Dissatisfied with the level of expertise demonstrated. Team could not handle the technical complexity of our requirements well.,2,2,Detractor,Yes,No
FB10828,2022-08-31,Q3-2022,Tech Solutions Ltd,IT & Technology,Hyderabad,Cloud Migration,Divya Menon,7,388995989.0,"Exemplary service and delivery. The team was always available, proactive in communication and delivered results beyond our expectations.",5,1,Detractor,No,Yes
FB10667,2023-03-11,Q1-2023,Finance Ministry,Government,Delhi NCR,Application Development,Vikram Singh,29,74086005.0,Good collaboration and project management. The solution delivered is robust and team provided excellent knowledge transfer.,4,2,Detractor,Yes,Yes
FB10754,2023-10-25,Q4-2023,AirExpress,Aviation,Pune,Application Development,Rahul Gupta,36,46565200.0,Impressed with the technical expertise. Some minor issues arose but were resolved promptly and professionally by the team.,4,6,Detractor,No,Yes
FB10858,2022-08-28,Q3-2022,GridTech,Energy & Utilities,Chennai,IoT Solutions,Sneha Reddy,36,295566801.0,Best vendor experience we have ever had. Every commitment was met and the quality of work surpassed our requirements significantly.,5,7,Passive,No,Yes
FB10154,2022-04-03,Q2-2022,Global IT Corp,IT & Technology,Pune,Data Analytics Platform,Priya Nair,35,195318826.0,Extremely disappointed with the entire engagement. Project was delivered months late with critical quality issues still unresolved.,1,9,Promoter,Yes,No
FB10287,2022-10-30,Q4-2022,Global IT Corp,IT & Technology,Mumbai,Cloud Migration,Pooja Iyer,29,460671035.0,Below par delivery with multiple issues that impacted our business operations. Support response has been slow and inadequate.,2,1,Detractor,Yes,Yes
FB10602,2023-02-27,Q1-2023,PayFast,Fintech,Kolkata,ERP Implementation,Pooja Iyer,27,122783982.0,Highly satisfied with the overall engagement. The team showed strong technical capabilities and delivered a quality solution as promised.,4,10,Promoter,No,Yes
FB10569,2023-02-10,Q1-2023,City Bank,Banking & Finance,Bangalore,DevOps Implementation,Divya Menon,4,416861171.0,Acceptable delivery overall. We have concerns about long term support but immediate project objectives were adequately met.,3,5,Detractor,No,No
FB10743,2023-12-24,Q4-2023,Metro Bank,Banking & Finance,Delhi NCR,Application Development,Vikram Singh,32,221032784.0,Impressed with the technical expertise. Some minor issues arose but were resolved promptly and professionally by the team.,4,0,Detractor,No,Yes
FB10017,2022-06-19,Q2-2022,Prime Bank,Banking & Finance,Hyderabad,DevOps Implementation,Pooja Iyer,19,266198525.0,Unacceptable quality and project management. Solution has caused data integrity issues and we have lost significant business value.,1,9,Promoter,Yes,No
FB10127,2023-04-05,Q2-2023,City Bank,Banking & Finance,Chennai,IoT Solutions,Priya Nair,26,259052789.0,Catastrophic project delivery that has severely impacted our business. We are pursuing contract penalties due to magnitude of failures.,1,1,Detractor,Yes,No
FB10322,2023-08-25,Q3-2023,SteelCorp,Manufacturing,Mumbai,Application Development,Priya Nair,7,11827746.0,Disappointing experience overall. The solution delivered has performance issues and support team response time is very slow.,2,3,Detractor,Yes,Yes
FB10255,2023-07-21,Q3-2023,GridTech,Energy & Utilities,Bangalore,ERP Implementation,Rajesh Sharma,29,151120182.0,Below par delivery with multiple issues that impacted our business operations. Support response has been slow and inadequate.,2,3,Detractor,Yes,No
FB10657,2022-06-14,Q2-2022,Tata Motors,Manufacturing,Hyderabad,Application Development,Amit Patel,21,95228853.0,Good experience working with this vendor. The project was delivered on time and solution meets all our business requirements.,4,10,Promoter,No,Yes
FB10964,2023-02-25,Q1-2023,National Bank,Banking & Finance,Delhi NCR,IT Managed Services,Rahul Gupta,10,456989011.0,"Exemplary service and delivery. The team was always available, proactive in communication and delivered results beyond our expectations.",5,2,Detractor,Yes,Yes
FB10190,2022-05-19,Q2-2022,AirExpress,Aviation,Mumbai,Application Development,Sneha Reddy,7,228761129.0,Terrible experience from start to finish. The team lacked basic technical knowledge and project outcome was a complete disaster.,1,7,Passive,Yes,Yes
FB10115,2022-03-19,Q1-2022,GridTech,Energy & Utilities,Chennai,AI/ML Implementation,Priya Nair,12,378304989.0,Complete waste of time and resources. The vendor overpromised dramatically and delivered solution does not meet any requirements.,1,3,Detractor,Yes,No
FB10616,2022-08-20,Q3-2022,Bajaj Finance,Banking & Finance,Hyderabad,Network Infrastructure,Priya Nair,3,195289818.0,Good collaboration and project management. The solution delivered is robust and team provided excellent knowledge transfer.,4,1,Detractor,No,Yes
FB10606,2022-10-07,Q4-2022,NationalAir,Aviation,Pune,Network Infrastructure,Neha Joshi,24,138811428.0,Satisfied with the engagement overall. The team showed dedication and the final solution is working well for our requirements.,4,4,Detractor,Yes,Yes
FB10180,2022-09-17,Q3-2022,GlobalPhone,Telecom,Chennai,Network Infrastructure,Rahul Gupta,5,377879005.0,Absolutely disgusted with the service received. Solution delivered does not work and team has been unable to fix critical issues.,1,3,Detractor,Yes,No
FB10301,2022-08-12,Q3-2022,NetCom,Telecom,Hyderabad,Cloud Migration,Pooja Iyer,30,55696137.0,Dissatisfied with the level of expertise demonstrated. Team could not handle the technical complexity of our requirements well.,2,10,Promoter,Yes,Yes
FB10759,2022-03-22,Q1-2022,Tech Solutions Ltd,IT & Technology,Delhi NCR,ERP Implementation,Sneha Reddy,19,436449818.0,Good collaboration and project management. The solution delivered is robust and team provided excellent knowledge transfer.,4,6,Detractor,Yes,Yes
FB10712,2023-10-16,Q4-2023,FuelTech,Oil & Gas,Bangalore,IoT Solutions,Pooja Iyer,30,467644787.0,Good collaboration and project management. The solution delivered is robust and team provided excellent knowledge transfer.,4,8,Passive,Yes,Yes
FB10723,2023-12-19,Q4-2023,NetCom,Telecom,Pune,Network Infrastructure,Vikram Singh,26,452062764.0,Impressed with the technical expertise. Some minor issues arose but were resolved promptly and professionally by the team.,4,8,Passive,Yes,Yes
FB10685,2022-08-11,Q3-2022,City Bank,Banking & Finance,Hyderabad,Database Management,Rajesh Sharma,15,482310580.0,Very good technical work and project management. A few schedule adjustments were needed but end result was to our satisfaction.,4,8,Passive,No,Yes
FB10979,2023-08-22,Q3-2023,Max Healthcare,Healthcare,Delhi NCR,DevOps Implementation,Vikram Singh,27,48179431.0,World class implementation team that delivered an innovative solution on time and within budget. Extremely satisfied with every aspect.,5,2,Detractor,Yes,Yes
FB10517,2023-04-25,Q2-2023,NetCom,Telecom,Pune,AI/ML Implementation,Divya Menon,20,434492611.0,Decent technical work but project management needs significant improvement. Deliverables met basic standards nothing extraordinary.,3,1,Detractor,No,No
FB10984,2022-06-19,Q2-2022,FuelTech,Oil & Gas,Mumbai,IT Managed Services,Rahul Gupta,31,376610257.0,Superb technical expertise and excellent project management. Understood our complex requirements and delivered a perfect solution.,5,8,Passive,No,Yes
FB10045,2023-03-18,Q1-2023,FuelTech,Oil & Gas,Bangalore,IoT Solutions,Sneha Reddy,7,474692871.0,Unacceptable quality and project management. Solution has caused data integrity issues and we have lost significant business value.,1,5,Detractor,Yes,No
FB10909,2022-10-28,Q4-2022,NationalAir,Aviation,Mumbai,DevOps Implementation,Amit Patel,8,191975626.0,Incredible work by the entire project team. The digital transformation has completely revolutionized our business processes.,5,1,Detractor,No,Yes
FB10157,2022-10-17,Q4-2022,PayFast,Fintech,Bangalore,ERP Implementation,Divya Menon,27,207340852.0,Unacceptable quality and project management. Solution has caused data integrity issues and we have lost significant business value.,1,5,Detractor,Yes,No
FB10851,2022-03-28,Q1-2022,AirExpress,Aviation,Hyderabad,AI/ML Implementation,Vikram Singh,11,377053262.0,Incredible work by the entire project team. The digital transformation has completely revolutionized our business processes.,5,7,Passive,No,Yes
FB10171,2022-05-23,Q2-2022,Metro Bank,Banking & Finance,Pune,Data Analytics Platform,Pooja Iyer,33,227057730.0,Total failure in project delivery. System went live with critical bugs causing major business disruption for weeks after go live.,1,0,Detractor,Yes,Yes
FB10016,2022-09-04,Q3-2022,SkyJet,Aviation,Mumbai,Data Analytics Platform,Sneha Reddy,8,47398459.0,Worst vendor experience we have encountered. Every commitment was broken and the delivered solution is completely non functional.,1,7,Passive,Yes,Yes
FB10511,2023-11-13,Q4-2023,National Insurance,Insurance,Hyderabad,IoT Solutions,Priya Nair,16,239048645.0,Project team was professional but delivery took longer than expected. End result is satisfactory though not particularly impressive.,3,5,Detractor,No,Yes
FB10048,2022-11-26,Q4-2022,Bajaj Finance,Banking & Finance,Pune,Database Management,Neha Joshi,32,223684078.0,Terrible experience from start to finish. The team lacked basic technical knowledge and project outcome was a complete disaster.,1,10,Promoter,Yes,Yes
FB10971,2022-10-15,Q4-2022,GridTech,Energy & Utilities,Delhi NCR,IT Managed Services,Amit Patel,10,432762569.0,Best vendor experience we have ever had. Every commitment was met and the quality of work surpassed our requirements significantly.,5,10,Promoter,No,Yes
FB10940,2023-07-23,Q3-2023,NationalAir,Aviation,Mumbai,Database Management,Amit Patel,31,401253921.0,Exceptional project execution from start to finish. The solution implemented has transformed our operations completely. Highly recommended.,5,0,Detractor,Yes,Yes
FB10515,2023-05-15,Q2-2023,PowerGen,Energy & Utilities,Delhi NCR,IT Managed Services,Priya Nair,17,161786082.0,The project was completed as per scope but there were notable delays. Technical quality was acceptable though not exceptional.,3,7,Passive,No,No
FB10952,2023-09-01,Q3-2023,Apollo Hospitals,Healthcare,Hyderabad,AI/ML Implementation,Rahul Gupta,28,241046625.0,Flawless implementation with outstanding post deployment support. The solution has delivered significant ROI within the first quarter.,5,4,Detractor,No,Yes
FB10480,2023-02-18,Q1-2023,Max Healthcare,Healthcare,Chennai,Database Management,Sneha Reddy,3,134248215.0,Satisfactory project delivery. The solution is functional and meets basic requirements though there is room for optimization.,3,8,Passive,No,Yes
FB10283,2023-08-20,Q3-2023,National Bank,Banking & Finance,Chennai,Application Development,Neha Joshi,28,269511864.0,Not happy with the project outcome. Key milestones were missed and quality of work did not match what was promised initially.,2,6,Detractor,Yes,No
FB10718,2022-04-25,Q2-2022,Mahindra Group,Manufacturing,Delhi NCR,IoT Solutions,Amit Patel,35,466803046.0,Strong delivery performance with good communication throughout. The solution has improved our operational efficiency significantly.,4,7,Passive,No,Yes
FB10877,2022-10-07,Q4-2022,National Bank,Banking & Finance,Pune,DevOps Implementation,Rajesh Sharma,12,223125705.0,Superb technical expertise and excellent project management. Understood our complex requirements and delivered a perfect solution.,5,3,Detractor,No,Yes
FB10225,2023-07-02,Q3-2023,AirExpress,Aviation,Delhi NCR,Digital Transformation,Neha Joshi,5,457048714.0,Unsatisfactory project execution. Several critical requirements were not met and team struggled with basic technical challenges.,2,2,Detractor,Yes,No
FB10026,2022-09-29,Q3-2022,Apollo Hospitals,Healthcare,Chennai,Network Infrastructure,Rajesh Sharma,32,146198368.0,Catastrophic project delivery that has severely impacted our business. We are pursuing contract penalties due to magnitude of failures.,1,8,Passive,Yes,No
FB10954,2022-12-29,Q4-2022,PowerGen,Energy & Utilities,Chennai,Application Development,Amit Patel,32,253603477.0,Incredible work by the entire project team. The digital transformation has completely revolutionized our business processes.,5,6,Detractor,No,Yes
FB10437,2022-09-19,Q3-2022,Prime Bank,Banking & Finance,Kolkata,ERP Implementation,Neha Joshi,3,168628580.0,Okay experience with this vendor. Performance has been average and they meet minimum commitments without going beyond contract.,3,0,Detractor,No,Yes
FB10951,2022-10-16,Q4-2022,GlobalPhone,Telecom,Kolkata,AI/ML Implementation,Neha Joshi,20,305696137.0,"Exemplary service and delivery. The team was always available, proactive in communication and delivered results beyond our expectations.",5,2,Detractor,Yes,Yes
FB10364,2023-02-28,Q1-2023,Mahindra Group,Manufacturing,Delhi NCR,Application Development,Arjun Mehta,34,441476476.0,Disappointed with the project delivery. Multiple deadlines were missed and quality of deliverables was below agreed standards.,2,5,Detractor,Yes,No
FB10229,2023-03-14,Q1-2023,Apollo Hospitals,Healthcare,Kolkata,Database Management,Arjun Mehta,35,167323696.0,Below par delivery with multiple issues that impacted our business operations. Support response has been slow and inadequate.,2,6,Detractor,Yes,No
FB10037,2022-06-02,Q2-2022,Alpha Bank,Banking & Finance,Pune,Digital Transformation,Priya Nair,5,418124535.0,Catastrophic project delivery that has severely impacted our business. We are pursuing contract penalties due to magnitude of failures.,1,9,Promoter,Yes,No
FB10965,2023-01-09,Q1-2023,TeleConnect,Telecom,Bangalore,Network Infrastructure,Divya Menon,30,446635726.0,Remarkable results delivered by a highly skilled team. Business outcomes have exceeded all targets we had set for this project.,5,1,Detractor,No,Yes
FB10374,2023-06-20,Q2-2023,NetCom,Telecom,Kolkata,Cloud Migration,Arjun Mehta,29,482985714.0,Not happy with the project outcome. Key milestones were missed and quality of work did not match what was promised initially.,2,10,Promoter,Yes,No
FB10469,2022-01-02,Q1-2022,FuelTech,Oil & Gas,Hyderabad,ERP Implementation,Neha Joshi,30,263411894.0,Average experience with this vendor. The solution works adequately but does not fully meet all requirements specified during scoping.,3,0,Detractor,No,No
